Fecha;Energía Activa;Energía Reactiva;Potencia Activa
01-09-2025 00:15;170.4;26.4;681.6
01-09-2025 00:30;158.4;26.4;633.6
01-09-2025 00:45;156;24;624
01-09-2025 01:00;151.2;26.4;604.8
01-09-2025 01:15;146.4;26.4;585.6
01-09-2025 01:30;144;26.4;576
01-09-2025 01:45;144;24;576
01-09-2025 02:00;139.2;24;556.8
01-09-2025 02:15;134.4;24;537.6
01-09-2025 02:30;132;26.4;528
01-09-2025 02:45;132;26.4;528
01-09-2025 03:00;129.6;24;518.4
01-09-2025 03:15;134.4;26.4;537.6
01-09-2025 03:30;132;26.4;528
01-09-2025 03:45;127.2;24;508.8
01-09-2025 04:00;129.6;24;518.4
01-09-2025 04:15;127.2;21.6;508.8
01-09-2025 04:30;127.2;24;508.8
01-09-2025 04:45;127.2;24;508.8
01-09-2025 05:00;127.2;24;508.8
01-09-2025 05:15;132;24;528
01-09-2025 05:30;132;24;528
01-09-2025 05:45;134.4;24;537.6
01-09-2025 06:00;136.8;24;547.2
01-09-2025 06:15;144;24;576
01-09-2025 06:30;153.6;26.4;614.4
01-09-2025 06:45;165.6;24;662.4
01-09-2025 07:00;172.8;24;691.2
01-09-2025 07:15;180;26.4;720
01-09-2025 07:30;180;31.2;720
01-09-2025 07:45;165.6;36;662.4
01-09-2025 08:00;175.2;40.8;700.8
01-09-2025 08:15;184.8;38.4;739.2
01-09-2025 08:30;182.4;38.4;729.6
01-09-2025 08:45;182.4;43.2;729.6
01-09-2025 09:00;184.8;43.2;739.2
01-09-2025 09:15;184.8;43.2;739.2
01-09-2025 09:30;187.2;40.8;748.8
01-09-2025 09:45;189.6;43.2;758.4
01-09-2025 10:00;196.8;43.2;787.2
01-09-2025 10:15;194.4;45.6;777.6
01-09-2025 10:30;199.2;48;796.8
01-09-2025 10:45;194.4;45.6;777.6
01-09-2025 11:00;192;48;768
01-09-2025 11:15;196.8;45.6;787.2
01-09-2025 11:30;192;45.6;768
01-09-2025 11:45;199.2;48;796.8
01-09-2025 12:00;201.6;48;806.4
01-09-2025 12:15;196.8;48;787.2
01-09-2025 12:30;194.4;43.2;777.6
01-09-2025 12:45;199.2;45.6;796.8
01-09-2025 13:00;194.4;48;777.6
01-09-2025 13:15;189.6;48;758.4
01-09-2025 13:30;189.6;48;758.4
01-09-2025 13:45;189.6;48;758.4
01-09-2025 14:00;182.4;48;729.6
01-09-2025 14:15;184.8;45.6;739.2
01-09-2025 14:30;182.4;45.6;729.6
01-09-2025 14:45;180;45.6;720
01-09-2025 15:00;177.6;45.6;710.4
01-09-2025 15:15;175.2;45.6;700.8
01-09-2025 15:30;170.4;50.4;681.6
01-09-2025 15:45;160.8;48;643.2
01-09-2025 16:00;156;48;624
01-09-2025 16:15;156;48;624
01-09-2025 16:30;146.4;48;585.6
01-09-2025 16:45;153.6;48;614.4
01-09-2025 17:00;158.4;50.4;633.6
01-09-2025 17:15;160.8;45.6;643.2
01-09-2025 17:30;168;45.6;672
01-09-2025 17:45;170.4;45.6;681.6
01-09-2025 18:00;172.8;45.6;691.2
01-09-2025 18:15;172.8;45.6;691.2
01-09-2025 18:30;170.4;40.8;681.6
01-09-2025 18:45;182.4;38.4;729.6
01-09-2025 19:00;201.6;36;806.4
01-09-2025 19:15;235.2;33.6;940.8
01-09-2025 19:30;240;28.8;960
01-09-2025 19:45;244.8;28.8;979.2
01-09-2025 20:00;259.2;26.4;1036.8
01-09-2025 20:15;264;26.4;1056
01-09-2025 20:30;266.4;28.8;1065.6
01-09-2025 20:45;268.8;26.4;1075.2
01-09-2025 21:00;273.6;24;1094.4
01-09-2025 21:15;273.6;26.4;1094.4
01-09-2025 21:30;276;26.4;1104
01-09-2025 21:45;271.2;26.4;1084.8
01-09-2025 22:00;266.4;26.4;1065.6
01-09-2025 22:15;268.8;26.4;1075.2
01-09-2025 22:30;261.6;28.8;1046.4
01-09-2025 22:45;254.4;26.4;1017.6
01-09-2025 23:00;247.2;26.4;988.8
01-09-2025 23:15;242.4;28.8;969.6
01-09-2025 23:30;225.6;24;902.4
01-09-2025 23:45;216;24;864
02-09-2025 00:00;216;24;864
02-09-2025 00:15;201.6;26.4;806.4
02-09-2025 00:30;194.4;24;777.6
02-09-2025 00:45;187.2;26.4;748.8
02-09-2025 01:00;172.8;21.6;691.2
02-09-2025 01:15;170.4;24;681.6
02-09-2025 01:30;160.8;21.6;643.2
02-09-2025 01:45;156;21.6;624
02-09-2025 02:00;158.4;21.6;633.6
02-09-2025 02:15;153.6;24;614.4
02-09-2025 02:30;148.8;21.6;595.2
02-09-2025 02:45;146.4;21.6;585.6
02-09-2025 03:00;144;21.6;576
02-09-2025 03:15;146.4;21.6;585.6
02-09-2025 03:30;144;24;576
02-09-2025 03:45;144;21.6;576
02-09-2025 04:00;141.6;21.6;566.4
02-09-2025 04:15;144;21.6;576
02-09-2025 04:30;141.6;21.6;566.4
02-09-2025 04:45;139.2;19.2;556.8
02-09-2025 05:00;144;24;576
02-09-2025 05:15;144;24;576
