Fecha;Energía Activa;Energía Reactiva;Potencia Activa
01-07-2024 00:15;225.6;2.4;902.4
01-07-2024 00:30;211.2;0;844.8
01-07-2024 00:45;206.4;2.4;825.6
01-07-2024 01:00;199.2;4.8;796.8
01-07-2024 01:15;194.4;0;777.6
01-07-2024 01:30;187.2;2.4;748.8
01-07-2024 01:45;187.2;0;748.8
01-07-2024 02:00;180;2.4;720
01-07-2024 02:15;172.8;0;691.2
01-07-2024 02:30;168;0;672
01-07-2024 02:45;165.6;2.4;662.4
01-07-2024 03:00;163.2;0;652.8
01-07-2024 03:15;160.8;0;643.2
01-07-2024 03:30;160.8;0;643.2
01-07-2024 03:45;158.4;0;633.6
01-07-2024 04:00;156;0;624
01-07-2024 04:15;151.2;0;604.8
01-07-2024 04:30;156;0;624
01-07-2024 04:45;156;0;624
01-07-2024 05:00;153.6;0;614.4
01-07-2024 05:15;156;0;624
01-07-2024 05:30;158.4;0;633.6
01-07-2024 05:45;160.8;0;643.2
01-07-2024 06:00;163.2;0;652.8
01-07-2024 06:15;170.4;0;681.6
01-07-2024 06:30;182.4;0;729.6
01-07-2024 06:45;192;0;768
01-07-2024 07:00;194.4;0;777.6
01-07-2024 07:15;208.8;0;835.2
01-07-2024 07:30;218.4;0;873.6
01-07-2024 07:45;228;2.4;912
01-07-2024 08:00;223.2;0;892.8
01-07-2024 08:15;218.4;4.8;873.6
01-07-2024 08:30;223.2;7.2;892.8
01-07-2024 08:45;228;12;912
01-07-2024 09:00;235.2;14.4;940.8
01-07-2024 09:15;235.2;9.6;940.8
01-07-2024 09:30;228;12;912
01-07-2024 09:45;232.8;14.4;931.2
01-07-2024 10:00;235.2;16.8;940.8
01-07-2024 10:15;235.2;16.8;940.8
01-07-2024 10:30;228;19.2;912
01-07-2024 10:45;228;19.2;912
01-07-2024 11:00;225.6;16.8;902.4
01-07-2024 11:15;223.2;19.2;892.8
01-07-2024 11:30;218.4;16.8;873.6
01-07-2024 11:45;218.4;16.8;873.6
01-07-2024 12:00;216;16.8;864
01-07-2024 12:15;211.2;19.2;844.8
01-07-2024 12:30;213.6;19.2;854.4
01-07-2024 12:45;206.4;16.8;825.6
01-07-2024 13:00;204;16.8;816
01-07-2024 13:15;199.2;19.2;796.8
01-07-2024 13:30;201.6;14.4;806.4
01-07-2024 13:45;194.4;16.8;777.6
01-07-2024 14:00;192;16.8;768
01-07-2024 14:15;192;16.8;768
01-07-2024 14:30;187.2;19.2;748.8
01-07-2024 14:45;182.4;19.2;729.6
01-07-2024 15:00;180;12;720
01-07-2024 15:15;175.2;14.4;700.8
01-07-2024 15:30;168;16.8;672
01-07-2024 15:45;170.4;14.4;681.6
01-07-2024 16:00;168;14.4;672
01-07-2024 16:15;163.2;9.6;652.8
01-07-2024 16:30;163.2;9.6;652.8
01-07-2024 16:45;160.8;12;643.2
01-07-2024 17:00;170.4;16.8;681.6
01-07-2024 17:15;172.8;16.8;691.2
01-07-2024 17:30;177.6;14.4;710.4
01-07-2024 17:45;182.4;16.8;729.6
01-07-2024 18:00;187.2;12;748.8
01-07-2024 18:15;196.8;14.4;787.2
01-07-2024 18:30;218.4;14.4;873.6
01-07-2024 18:45;240;12;960
01-07-2024 19:00;249.6;9.6;998.4
01-07-2024 19:15;264;7.2;1056
01-07-2024 19:30;273.6;9.6;1094.4
