Fecha;Energía Activa;Energía Reactiva;Potencia Activa
01-08-2024 00:15;163.2;9.6;652.8
01-08-2024 00:30;151.2;7.2;604.8
01-08-2024 00:45;144;7.2;576
01-08-2024 01:00;139.2;4.8;556.8
01-08-2024 01:15;132;4.8;528
01-08-2024 01:30;132;7.2;528
01-08-2024 01:45;127.2;7.2;508.8
01-08-2024 02:00;124.8;7.2;499.2
01-08-2024 02:15;122.4;4.8;489.6
01-08-2024 02:30;120;7.2;480
01-08-2024 02:45;117.6;4.8;470.4
01-08-2024 03:00;112.8;7.2;451.2
01-08-2024 03:15;117.6;9.6;470.4
01-08-2024 03:30;110.4;4.8;441.6
01-08-2024 03:45;112.8;7.2;451.2
01-08-2024 04:00;110.4;7.2;441.6
01-08-2024 04:15;112.8;7.2;451.2
01-08-2024 04:30;112.8;7.2;451.2
01-08-2024 04:45;110.4;4.8;441.6
01-08-2024 05:00;110.4;7.2;441.6
01-08-2024 05:15;110.4;4.8;441.6
01-08-2024 05:30;117.6;9.6;470.4
01-08-2024 05:45;120;7.2;480
01-08-2024 06:00;124.8;12;499.2
01-08-2024 06:15;124.8;9.6;499.2
01-08-2024 06:30;129.6;12;518.4
01-08-2024 06:45;134.4;9.6;537.6
01-08-2024 07:00;139.2;7.2;556.8
01-08-2024 07:15;146.4;9.6;585.6
01-08-2024 07:30;158.4;14.4;633.6
01-08-2024 07:45;163.2;16.8;652.8
01-08-2024 08:00;153.6;19.2;614.4
01-08-2024 08:15;148.8;28.8;595.2
01-08-2024 08:30;146.4;33.6;585.6
01-08-2024 08:45;146.4;33.6;585.6
01-08-2024 09:00;148.8;33.6;595.2
01-08-2024 09:15;156;33.6;624
01-08-2024 09:30;156;33.6;624
01-08-2024 09:45;156;28.8;624
01-08-2024 10:00;156;28.8;624
01-08-2024 10:15;160.8;31.2;643.2
01-08-2024 10:30;156;28.8;624
01-08-2024 10:45;156;31.2;624
01-08-2024 11:00;156;33.6;624
01-08-2024 11:15;160.8;33.6;643.2
01-08-2024 11:30;163.2;36;652.8
01-08-2024 11:45;165.6;31.2;662.4
01-08-2024 12:00;163.2;31.2;652.8
01-08-2024 12:15;165.6;33.6;662.4
01-08-2024 12:30;172.8;40.8;691.2
01-08-2024 12:45;172.8;40.8;691.2
01-08-2024 13:00;172.8;38.4;691.2
01-08-2024 13:15;160.8;38.4;643.2
01-08-2024 13:30;156;36;624
01-08-2024 13:45;156;38.4;624
01-08-2024 14:00;158.4;38.4;633.6
01-08-2024 14:15;153.6;33.6;614.4
01-08-2024 14:30;151.2;31.2;604.8
01-08-2024 14:45;148.8;33.6;595.2
01-08-2024 15:00;148.8;31.2;595.2
01-08-2024 15:15;151.2;33.6;604.8
01-08-2024 15:30;153.6;36;614.4
01-08-2024 15:45;151.2;31.2;604.8
01-08-2024 16:00;153.6;36;614.4
01-08-2024 16:15;160.8;38.4;643.2
01-08-2024 16:30;160.8;38.4;643.2
01-08-2024 16:45;163.2;38.4;652.8
01-08-2024 17:00;165.6;36;662.4
01-08-2024 17:15;170.4;36;681.6
01-08-2024 17:30;170.4;38.4;681.6
01-08-2024 17:45;160.8;31.2;643.2
01-08-2024 18:00;163.2;33.6;652.8
01-08-2024 18:15;163.2;28.8;652.8
01-08-2024 18:30;172.8;31.2;691.2
01-08-2024 18:45;182.4;31.2;729.6
01-08-2024 19:00;194.4;24;777.6
01-08-2024 19:15;201.6;24;806.4
01-08-2024 19:30;201.6;24;806.4
01-08-2024 19:45;206.4;26.4;825.6
01-08-2024 20:00;204;26.4;816
01-08-2024 20:15;208.8;28.8;835.2
01-08-2024 20:30;211.2;26.4;844.8
01-08-2024 20:45;211.2;24;844.8
01-08-2024 21:00;211.2;26.4;844.8
01-08-2024 21:15;211.2;26.4;844.8
01-08-2024 21:30;206.4;28.8;825.6
01-08-2024 21:45;204;26.4;816
01-08-2024 22:00;199.2;26.4;796.8
01-08-2024 22:15;194.4;28.8;777.6
01-08-2024 22:30;187.2;26.4;748.8
01-08-2024 22:45;175.2;24;700.8
01-08-2024 23:00;170.4;24;681.6
01-08-2024 23:15;163.2;21.6;652.8
