Fecha;Energía Activa;Energía Reactiva;Potencia Activa
01-09-2024 00:15;225.6;21.6;902.4
01-09-2024 00:30;211.2;19.2;844.8
01-09-2024 00:45;201.6;16.8;806.4
01-09-2024 01:00;196.8;16.8;787.2
01-09-2024 01:15;192;19.2;768
01-09-2024 01:30;187.2;19.2;748.8
01-09-2024 01:45;177.6;19.2;710.4
01-09-2024 02:00;170.4;14.4;681.6
01-09-2024 02:15;172.8;21.6;691.2
01-09-2024 02:30;170.4;19.2;681.6
01-09-2024 02:45;163.2;16.8;652.8
01-09-2024 03:00;156;16.8;624
01-09-2024 03:15;153.6;16.8;614.4
01-09-2024 03:30;148.8;14.4;595.2
01-09-2024 03:45;148.8;19.2;595.2
01-09-2024 04:00;141.6;14.4;566.4
01-09-2024 04:15;141.6;16.8;566.4
01-09-2024 04:30;141.6;16.8;566.4
01-09-2024 04:45;136.8;14.4;547.2
01-09-2024 05:00;141.6;16.8;566.4
01-09-2024 05:15;136.8;14.4;547.2
01-09-2024 05:30;139.2;14.4;556.8
01-09-2024 05:45;139.2;14.4;556.8
01-09-2024 06:00;139.2;16.8;556.8
01-09-2024 06:15;139.2;14.4;556.8
01-09-2024 06:30;139.2;19.2;556.8
01-09-2024 06:45;136.8;14.4;547.2
01-09-2024 07:00;136.8;12;547.2
01-09-2024 07:15;136.8;19.2;547.2
01-09-2024 07:30;124.8;16.8;499.2
01-09-2024 07:45;127.2;19.2;508.8
01-09-2024 08:00;129.6;19.2;518.4
01-09-2024 08:15;132;19.2;528
01-09-2024 08:30;141.6;24;566.4
01-09-2024 08:45;144;21.6;576
01-09-2024 09:00;146.4;24;585.6
01-09-2024 09:15;153.6;24;614.4
01-09-2024 09:30;158.4;24;633.6
01-09-2024 09:45;158.4;24;633.6
01-09-2024 10:00;160.8;26.4;643.2
01-09-2024 10:15;165.6;24;662.4
01-09-2024 10:30;165.6;24;662.4
01-09-2024 10:45;168;26.4;672
01-09-2024 11:00;163.2;28.8;652.8
01-09-2024 11:15;163.2;31.2;652.8
01-09-2024 11:30;168;26.4;672
01-09-2024 11:45;160.8;28.8;643.2
01-09-2024 12:00;158.4;28.8;633.6
01-09-2024 12:15;163.2;33.6;652.8
01-09-2024 12:30;163.2;33.6;652.8
01-09-2024 12:45;158.4;31.2;633.6
01-09-2024 13:00;156;31.2;624
01-09-2024 13:15;151.2;31.2;604.8
01-09-2024 13:30;148.8;33.6;595.2
01-09-2024 13:45;148.8;31.2;595.2
01-09-2024 14:00;134.4;31.2;537.6
01-09-2024 14:15;134.4;33.6;537.6
01-09-2024 14:30;134.4;31.2;537.6
01-09-2024 14:45;136.8;31.2;547.2
01-09-2024 15:00;136.8;33.6;547.2
01-09-2024 15:15;127.2;31.2;508.8
01-09-2024 15:30;129.6;28.8;518.4
01-09-2024 15:45;132;33.6;528
01-09-2024 16:00;129.6;31.2;518.4
01-09-2024 16:15;127.2;31.2;508.8
01-09-2024 16:30;122.4;28.8;489.6
01-09-2024 16:45;120;31.2;480
01-09-2024 17:00;124.8;33.6;499.2
01-09-2024 17:15;120;33.6;480
